row_id,raw_lp_id,case_group,brief_uid,brief_role,chunk_id,lp_text,evidence_para_ids_joined,evidence_text,decision,edit_lp_text,merge_group_id,split_children,notes
d064d50c641c,rawlp_d064d50c641c585a,24-297,24-297-respondents,respondent,24-297-respondents_C001,"Petitioners have not established coercion of themselves or their children, and thus a free-exercise burden, as a factual matter.",p3,"[p3] In any event, even if parents or students could theoretically establish a burden based on exposure to the storybooks, petitioners have not established coercion of themselves or their children, and thus a free-exercise burden, as a factual matter. To start, the record is devoid of evidence that students are compelled or pressured to act or believe contrary to their faith. In fact, MCPS expressly disavows use of the storybooks to that end, and nothing in the record controverts that disavowal, or indeed shows anything about how the storybooks have been or will be used in classrooms. Nor is there evidence that petitioners themselves are coerced. This Court has explained that parents cannot show compulsion or pressure to abandon their religious practice solely by virtue of their sincere belief that availing themselves (and their children) of a public benefit would conflict with their efforts to raise their children in accordance with their faith. To be sure, individuals may be burdened when the government disqualifies them from a public benefit due to their religious practice—but that is not this case. Petitioners instead assert that they are burdened because they cannot avail themselves of a public benefit while altering aspects of the benefit that they believe would impede their efforts to impart their faith to their children.",accept,,,,
781fbe610c04,rawlp_781fbe610c04ee8b,24-297,24-297-respondents,respondent,24-297-respondents_C001,There is no evidence that students are compelled or pressured to act or believe contrary to their faith.,p3,"[p3] In any event, even if parents or students could theoretically establish a burden based on exposure to the storybooks, petitioners have not established coercion of themselves or their children, and thus a free-exercise burden, as a factual matter. To start, the record is devoid of evidence that students are compelled or pressured to act or believe contrary to their faith. In fact, MCPS expressly disavows use of the storybooks to that end, and nothing in the record controverts that disavowal, or indeed shows anything about how the storybooks have been or will be used in classrooms. Nor is there evidence that petitioners themselves are coerced. This Court has explained that parents cannot show compulsion or pressure to abandon their religious practice solely by virtue of their sincere belief that availing themselves (and their children) of a public benefit would conflict with their efforts to raise their children in accordance with their faith. To be sure, individuals may be burdened when the government disqualifies them from a public benefit due to their religious practice—but that is not this case. Petitioners instead assert that they are burdened because they cannot avail themselves of a public benefit while altering aspects of the benefit that they believe would impede their efforts to impart their faith to their children.",accept,,,,
7b49b96c0100,rawlp_7b49b96c01008fb9,24-297,24-297-respondents,respondent,24-297-respondents_C001,Parents cannot show compulsion or pressure to abandon their religious practice solely by virtue of their sincere belief that availing themselves (and their children) of a public benefit would conflict with their efforts to raise their children in accordance with their faith.,p3,"[p3] In any event, even if parents or students could theoretically establish a burden based on exposure to the storybooks, petitioners have not established coercion of themselves or their children, and thus a free-exercise burden, as a factual matter. To start, the record is devoid of evidence that students are compelled or pressured to act or believe contrary to their faith. In fact, MCPS expressly disavows use of the storybooks to that end, and nothing in the record controverts that disavowal, or indeed shows anything about how the storybooks have been or will be used in classrooms. Nor is there evidence that petitioners themselves are coerced. This Court has explained that parents cannot show compulsion or pressure to abandon their religious practice solely by virtue of their sincere belief that availing themselves (and their children) of a public benefit would conflict with their efforts to raise their children in accordance with their faith. To be sure, individuals may be burdened when the government disqualifies them from a public benefit due to their religious practice—but that is not this case. Petitioners instead assert that they are burdened because they cannot avail themselves of a public benefit while altering aspects of the benefit that they believe would impede their efforts to impart their faith to their children.",accept,,,,
97cf19b38547,rawlp_97cf19b38547aa97,24-297,24-297-respondents,respondent,24-297-respondents_C001,"Petitioners’ burden theory breaks from precedent because unlike this case, Yoder and the other cases petitioners invoke each involved coercion—direct or indirect—to abandon one’s religious practice.",p4,"[p4] Petitioners’ burden theory breaks from precedent. Unlike this case, Yoder and the other cases petitioners invoke each involved coercion—direct or indirect—to abandon one’s religious practice. Indeed, this Court has already corrected the “misread[ing]” of Yoder that petitioners urge, Lyng v. Northwest Indian Cemetery Protective Association, 485 U.S. 439, 456 (1988), and Yoder itself deemed it “obvious” that the Free Exercise Clause does not license parents to withdraw their children from “discrete aspects” of a public-school curriculum, Yoder, 406 U.S. at 235. Nor does petitioners’ claim find support in history and tradition. To the contrary, since the dawn of public schools, courts have routinely approved public schools’ denial of opt-out requests, including for religious reasons.",accept,,,,
663f7ea2d75d,rawlp_663f7ea2d75d453a,24-297,24-297-respondents,respondent,24-297-respondents_C001,Yoder itself deemed it ‘obvious’ that the Free Exercise Clause does not license parents to withdraw their children from ‘discrete aspects’ of a public-school curriculum.,p4,"[p4] Petitioners’ burden theory breaks from precedent. Unlike this case, Yoder and the other cases petitioners invoke each involved coercion—direct or indirect—to abandon one’s religious practice. Indeed, this Court has already corrected the “misread[ing]” of Yoder that petitioners urge, Lyng v. Northwest Indian Cemetery Protective Association, 485 U.S. 439, 456 (1988), and Yoder itself deemed it “obvious” that the Free Exercise Clause does not license parents to withdraw their children from “discrete aspects” of a public-school curriculum, Yoder, 406 U.S. at 235. Nor does petitioners’ claim find support in history and tradition. To the contrary, since the dawn of public schools, courts have routinely approved public schools’ denial of opt-out requests, including for religious reasons.",accept,,,,
3cf4e05a6d7e,rawlp_3cf4e05a6d7e2fd0,24-297,24-297-respondents,respondent,24-297-respondents_C001,Petitioners cannot prevail on their free-exercise claim without establishing a cognizable burden.,p5,[p5] II. Petitioners cannot prevail on their free-exercise claim without establishing a cognizable burden. Petitioners’ contrary argument—that a policy’s non-neutrality or lack of general applicability independently triggers strict scrutiny—is untethered to the Constitution’s text and inverts this Court’s free-exercise doctrine.,accept,,,,
e5a6dcaefec4,rawlp_e5a6dcaefec4d05d,24-297,24-297-respondents,respondent,24-297-respondents_C001,A policy’s non-neutrality or lack of general applicability does not independently trigger strict scrutiny.,p5,[p5] II. Petitioners cannot prevail on their free-exercise claim without establishing a cognizable burden. Petitioners’ contrary argument—that a policy’s non-neutrality or lack of general applicability independently triggers strict scrutiny—is untethered to the Constitution’s text and inverts this Court’s free-exercise doctrine.,accept,,,,
90405f71638a,rawlp_90405f71638a2334,24-297,24-297-respondents,respondent,24-297-respondents_C001,"Even if the neutrality and general applicability of MCPS’s policy were relevant, this Court should not reach that issue, which was not addressed below by either court.",p6,"[p6] III. Even if the neutrality and general applicability of MCPS’s policy were relevant, this Court should not reach that issue, which was not addressed below by either court. In any event, the policy is neutral and generally applicable. It treats comparable religious and secular activity exactly the same; no opt-outs from ELA lessons using the storybooks are permitted. Nor does the record establish anti-religious animus behind the policy. MCPS determined that opt-outs were infeasible after attempting to accommodate “[m]any … opt out requests [that] were not religious in nature.” Pet.App.606a.",accept,,,,
2fbfdf6591c7,rawlp_2fbfdf6591c767ca,24-297,24-297-respondents,respondent,24-297-respondents_C001,MCPS’s policy is neutral and generally applicable.,p6,"[p6] III. Even if the neutrality and general applicability of MCPS’s policy were relevant, this Court should not reach that issue, which was not addressed below by either court. In any event, the policy is neutral and generally applicable. It treats comparable religious and secular activity exactly the same; no opt-outs from ELA lessons using the storybooks are permitted. Nor does the record establish anti-religious animus behind the policy. MCPS determined that opt-outs were infeasible after attempting to accommodate “[m]any … opt out requests [that] were not religious in nature.” Pet.App.606a.",reject,,,,a rhetorical conclusion that was unpacked later 
5eb1b8f254ae,rawlp_5eb1b8f254ae1f35,24-297,24-297-respondents,respondent,24-297-respondents_C001,"If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified.",p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",accept,,,,
0c6f307042a2,rawlp_0c6f307042a2c824,24-297,24-297-respondents,respondent,24-297-respondents_C001,MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students.,p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",accept,,,,
992cc8a5a1fc,rawlp_992cc8a5a1fc424e,24-297,24-297-respondents,respondent,24-297-respondents_C002,A cognizable burden exists.,p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",reject,,,,this would either be a hallucination or a overly generalized statement
78dd8b6803a9,rawlp_78dd8b6803a99b5b,24-297,24-297-respondents,respondent,24-297-respondents_C002,"If a cognizable burden exists, the lower courts should determine in the first instance whether that burden is justified.",p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",accept,,,,
97b952524ea0,rawlp_97b952524ea0f684,24-297,24-297-respondents,respondent,24-297-respondents_C002,MCPS's policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students.,p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",reject,,,,duplicating row 91
06c822b5c8fb,rawlp_06c822b5c8fba348,24-297,24-297-respondents,respondent,24-297-respondents_C002,MCPS's policy would satisfy strict scrutiny if it applied.,p7,"[p7] IV. If this Court finds a cognizable burden, it should remand for the lower courts to determine in the first instance whether that burden is justified. Petitioners sought certiorari solely to determine whether they established a cognizable free-exercise burden. In any event, MCPS’s policy is narrowly tailored to its compelling interest in providing an effective educational environment for all students and thus would satisfy strict scrutiny if it applied.",reject,,,,rhetorical conclusion
3122f959dd86,rawlp_3122f959dd865909,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The First Amendment requires applying strict scrutiny to the Act’s TikTok-specific provision.,p1;p2,"[p1] I. The First Amendment requires applying strict scrutiny to the Act’s TikTok-specific provision.

[p2] The Government conceded that TikTok Inc. is an American company engaged in editorial curation for the U.S. TikTok platform. Curating content for an online platform is expressive activity, and using an algorithm to recommend content is an editorial choice. TikTok Inc. expressively associates with ByteDance Ltd. in doing so, and the Government disavowed any argument for disregarding TikTok Inc.’s legally distinct identity as an American speaker. The severe burden imposed on this protected expression by banning Petitioners from operating the U.S. platform is thus undeniable.",accept,,,,
40af10373e98,rawlp_40af10373e986485,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"Curating content for an online platform is expressive activity, and using an algorithm to recommend content is an editorial choice.",p2,"[p2] The Government conceded that TikTok Inc. is an American company engaged in editorial curation for the U.S. TikTok platform. Curating content for an online platform is expressive activity, and using an algorithm to recommend content is an editorial choice. TikTok Inc. expressively associates with ByteDance Ltd. in doing so, and the Government disavowed any argument for disregarding TikTok Inc.’s legally distinct identity as an American speaker. The severe burden imposed on this protected expression by banning Petitioners from operating the U.S. platform is thus undeniable.",split,,,Curating content for online platform is expressive activity. ||| Using an algorithm to recommend content is an editorial choice;,"after spliting it into two, accept both"
ef188e181f99,rawlp_ef188e181f99300c,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"TikTok Inc. expressively associates with ByteDance Ltd. in doing so, and the Government disavowed any argument for disregarding TikTok Inc.’s legally distinct identity as an American speaker.",p2,"[p2] The Government conceded that TikTok Inc. is an American company engaged in editorial curation for the U.S. TikTok platform. Curating content for an online platform is expressive activity, and using an algorithm to recommend content is an editorial choice. TikTok Inc. expressively associates with ByteDance Ltd. in doing so, and the Government disavowed any argument for disregarding TikTok Inc.’s legally distinct identity as an American speaker. The severe burden imposed on this protected expression by banning Petitioners from operating the U.S. platform is thus undeniable.",accept,,,,
1c3f3dd71f32,rawlp_1c3f3dd71f3268df,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Act inflicts a severe burden on protected expression by banning Petitioners from operating the U.S. platform.,p2,"[p2] The Government conceded that TikTok Inc. is an American company engaged in editorial curation for the U.S. TikTok platform. Curating content for an online platform is expressive activity, and using an algorithm to recommend content is an editorial choice. TikTok Inc. expressively associates with ByteDance Ltd. in doing so, and the Government disavowed any argument for disregarding TikTok Inc.’s legally distinct identity as an American speaker. The severe burden imposed on this protected expression by banning Petitioners from operating the U.S. platform is thus undeniable.",accept,,,,
3fce14bd3890,rawlp_3fce14bd3890f26c,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"The Act generally covers applications based on their speech content, and then singles out TikTok for worse treatment than all other speakers.",p3,"[p3] The Act inflicts that burden for content-based and speaker-based reasons. The Act generally covers applications based on their speech content, and then singles out TikTok for worse treatment than all other speakers. Moreover, the Government admits that Congress did this based partly on fears that a foreign adversary might manipulate the mix of content on the TikTok platform to influence Americans’ views. The Government’s scattershot attempts to evade strict scrutiny are thus untenable.",accept,,,,
c32faa12971b,rawlp_c32faa12971b6ef4,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Government admits that Congress did this based partly on fears that a foreign adversary might manipulate the mix of content on the TikTok platform to influence Americans’ views.,p3,"[p3] The Act inflicts that burden for content-based and speaker-based reasons. The Act generally covers applications based on their speech content, and then singles out TikTok for worse treatment than all other speakers. Moreover, the Government admits that Congress did this based partly on fears that a foreign adversary might manipulate the mix of content on the TikTok platform to influence Americans’ views. The Government’s scattershot attempts to evade strict scrutiny are thus untenable.",reject,,,,pure fact statement- government admission
67c47d9ce7d5,rawlp_67c47d9ce7d5d6a9,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Act’s TikTok-specific provision fails any form of heightened First Amendment scrutiny.,p4,[p4] II. The Act’s TikTok-specific provision fails any form of heightened First Amendment scrutiny.,accept,,,,
3c373bc055d8,rawlp_3c373bc055d8c433,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,A speech restriction must be narrowly tailored to achieve an important interest under heightened scrutiny.,p5,"[p5] Under heightened scrutiny, a speech restriction must be narrowly tailored to achieve an important interest. The strict form of this standard is demanding, and the Act does not come close to the only three laws this Court has held satisfy it. Indeed, the Act’s flaws are so severe it would not even survive intermediate scrutiny.",reject,,,,a broad statement that has been unpacked in later propositions
fb650ecd2a11,rawlp_fb650ecd2a11fd61,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Act does not come close to the only three laws this Court has held satisfy heightened scrutiny.,p5,"[p5] Under heightened scrutiny, a speech restriction must be narrowly tailored to achieve an important interest. The strict form of this standard is demanding, and the Act does not come close to the only three laws this Court has held satisfy it. Indeed, the Act’s flaws are so severe it would not even survive intermediate scrutiny.",accept,,,,
8a855c73aba7,rawlp_8a855c73aba7a38b,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Act would not even survive intermediate scrutiny.,p5,"[p5] Under heightened scrutiny, a speech restriction must be narrowly tailored to achieve an important interest. The strict form of this standard is demanding, and the Act does not come close to the only three laws this Court has held satisfy it. Indeed, the Act’s flaws are so severe it would not even survive intermediate scrutiny.",accept,,,,
609e707f42f6,rawlp_609e707f42f68571,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"Justifying the Act based on ‘content manipulation’ concerns is either an impermissible attempt to prohibit Americans from disseminating protected speech that may further foreign interests, or an overbroad attempt to prevent ‘covert’ foreign influence without Congress even having considered whether the traditional remedy of disclosure would be ineffective.",p6,"[p6] To begin, the interests asserted by the Government are facially defective. Justifying the Act based on “content manipulation” concerns is either (1) an impermissible attempt to prohibit Americans from disseminating protected speech that may further foreign interests, or (2) an overbroad attempt to prevent “covert” foreign influence without Congress even having considered whether the traditional remedy of disclosure would be ineffective. And justifying the Act based on “data protection” concerns does not work because (1) the Government cannot show that Congress would have passed the Act for that non-content-based reason alone; and (2) the Act is woefully underinderclusive as to data security since its scope is based on content.",split,,,Justifying the Act based on ‘content manipulation’ concerns is  an impermissible attempt to prohibit Americans from disseminating protected speech that may further foreign interests. III  An overbroad attempt to prevent ‘covert’ foreign influence without Congress. ,accept both after spliting
99e7220f21da,rawlp_99e7220f21daaef9,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,Justifying the Act based on ‘data protection’ concerns does not work because the Government cannot show that Congress would have passed the Act for that non-content-based reason alone.,p6,"[p6] To begin, the interests asserted by the Government are facially defective. Justifying the Act based on “content manipulation” concerns is either (1) an impermissible attempt to prohibit Americans from disseminating protected speech that may further foreign interests, or (2) an overbroad attempt to prevent “covert” foreign influence without Congress even having considered whether the traditional remedy of disclosure would be ineffective. And justifying the Act based on “data protection” concerns does not work because (1) the Government cannot show that Congress would have passed the Act for that non-content-based reason alone; and (2) the Act is woefully underinderclusive as to data security since its scope is based on content.",accept,,,,
5f21857fcdd0,rawlp_5f21857fcdd00150,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,The Act is woefully underinclusive as to data security since its scope is based on content.,p6,"[p6] To begin, the interests asserted by the Government are facially defective. Justifying the Act based on “content manipulation” concerns is either (1) an impermissible attempt to prohibit Americans from disseminating protected speech that may further foreign interests, or (2) an overbroad attempt to prevent “covert” foreign influence without Congress even having considered whether the traditional remedy of disclosure would be ineffective. And justifying the Act based on “data protection” concerns does not work because (1) the Government cannot show that Congress would have passed the Act for that non-content-based reason alone; and (2) the Act is woefully underinderclusive as to data security since its scope is based on content.",accept,,,,
654d82e32eb9,rawlp_654d82e32eb9fbdb,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,There are a host of other less-restrictive alternatives that Congress failed even to consider.,p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",reject,,,,accept a better one; duplicate
a9811671c8a9,rawlp_a9811671c8a98d88,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"The D.C. Circuit did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",accept,,,,
78a815b25bd5,rawlp_78a815b25bd5b6c7,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C001,"There is no basis for subjecting TikTok to more than the Act’s generally-applicable process and standard, which Congress itself deemed to adequately address alleged adversary-controlled applications.",p8,"[p8] At minimum, the Government failed to justify treating TikTok worse than all other speakers. There is no basis for subjecting it to more than the Act’s generally-applicable process and standard, which Congress itself deemed to adequately address alleged adversary-controlled applications.",accept,,,,
61b3def88539,rawlp_61b3def8853952bb,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,The TikTok-specific provision is not tailored to the government's interests.,p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",accept,,,,
15d6f9f19c98,rawlp_15d6f9f19c98dfca,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,There are less-restrictive alternatives to the TikTok-specific provision that Congress failed to consider.,p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",accept,,,,
4e69b0b0e939,rawlp_4e69b0b0e9393057,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,The government failed to justify treating TikTok worse than other speakers.,p8,"[p8] At minimum, the Government failed to justify treating TikTok worse than all other speakers. There is no basis for subjecting it to more than the Act’s generally-applicable process and standard, which Congress itself deemed to adequately address alleged adversary-controlled applications.",accept,,,,
1a03a68cd1c5,rawlp_1a03a68cd1c5dbcd,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,TikTok should be subject to the same process and standard as other speakers under the Act.,p8,"[p8] At minimum, the Government failed to justify treating TikTok worse than all other speakers. There is no basis for subjecting it to more than the Act’s generally-applicable process and standard, which Congress itself deemed to adequately address alleged adversary-controlled applications.",reject,,,,"duplicate, accept a better version"
75fb2f4840d1,rawlp_75fb2f4840d12a08,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,The government did not meet its burden of proof regarding the TikTok-specific provision.,p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",reject,,,,accept a more concrete one
63468edaedf4,rawlp_63468edaedf4fd2b,24-656|24-657,24-656-petitioners,petitioner,24-656-petitioners_C002,The evidentiary record for the TikTok-specific provision contains numerous holes.,p7,"[p7] Regardless, the TikTok-specific provision is not remotely tailored to either of those interests. In addition to disclosures, there are a host of other less-restrictive alternatives that Congress failed even to consider. And the D.C. Circuit also did not hold the Government to its burden of proof, forgiving numerous holes in the evidentiary record.",reject,,,,accept a better/more concrete one
c8109abd1da5,rawlp_c8109abd1da545b5,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Protecting Americans from Foreign Adversary Controlled Applications Act suppresses the speech of American creators.,p1,[p1] The Protecting Americans from Foreign Adversary Controlled Applications Act violates the First Amendment because it suppresses the speech of American creators based primarily on an asserted government interest—policing the ideas Americans hear—that is anathema to our Nation’s history and tradition and irreconcilable with this Court’s precedents.,edit,The Protecting Americans from Foreign Adversary Controlled Applications Act violates the First Amendment because it suppresses the speech of American creators based primarily on an asserted government interest,,,incomplete
e4ba80984744,rawlp_e4ba8098474448c2,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The government's data-security justification cannot sustain the Act.,p10,[p10] B. The government’s data-security justification cannot sustain the Act either.,reject,,,,too abstract
67538710c481,rawlp_67538710c481f2db,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,A generally applicable government interest cannot be used to justify a regulation targeted at media entities.,p11,"[p11] The government has never argued that the Act can be independently sustained on data-protection grounds. For good reason. The statute’s primary aim is expressive content, and a generally applicable government interest cannot be used to justify a regulation targeted at media entities. Ark. Writers’ Project, Inc. v. Ragland, 481 U.S. 221, 234 (1987); Minneapolis Star & Tribune Co. v. Minn. Comm’r of Revenue, 460 U.S. 575 (1983). Furthermore, the Act is woefully underinclusive from any data-security standpoint; it makes no sense to single out TikTok while excluding e-commerce and review platforms that raise the same concerns.",accept,,,,
a58ec1197b9a,rawlp_a58ec1197b9a878f,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Act is woefully underinclusive from any data-security standpoint.,p11,"[p11] The government has never argued that the Act can be independently sustained on data-protection grounds. For good reason. The statute’s primary aim is expressive content, and a generally applicable government interest cannot be used to justify a regulation targeted at media entities. Ark. Writers’ Project, Inc. v. Ragland, 481 U.S. 221, 234 (1987); Minneapolis Star & Tribune Co. v. Minn. Comm’r of Revenue, 460 U.S. 575 (1983). Furthermore, the Act is woefully underinclusive from any data-security standpoint; it makes no sense to single out TikTok while excluding e-commerce and review platforms that raise the same concerns.",accept,,,,
8b54be516e1b,rawlp_8b54be516e1b0b2c,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Act is not the least restrictive means of advancing the government's supposed data-security interest.,p12,"[p12] Furthermore, the Act is not the least restrictive means of advancing the government’s supposed data-security interest. In the very legislative package that included the Act, Congress banned data brokers from sharing Americans’ data with foreign adversary nations. Expanding that prohibition to social-media platforms would advance the government’s interest without suppressing petitioners’ speech. So would requiring disclosure of the potential data-collection risks—the traditional remedy when it comes to potential consumer harms. All told, there is no plausible need for the government to prevent millions of Americans from sharing ideas on TikTok simply to address the supposed data-security threat.",accept,,,,
fd8fc946948f,rawlp_fd8fc946948f2aba,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,There is no plausible need for the government to prevent millions of Americans from sharing ideas on TikTok simply to address the supposed data-security threat.,p12,"[p12] Furthermore, the Act is not the least restrictive means of advancing the government’s supposed data-security interest. In the very legislative package that included the Act, Congress banned data brokers from sharing Americans’ data with foreign adversary nations. Expanding that prohibition to social-media platforms would advance the government’s interest without suppressing petitioners’ speech. So would requiring disclosure of the potential data-collection risks—the traditional remedy when it comes to potential consumer harms. All told, there is no plausible need for the government to prevent millions of Americans from sharing ideas on TikTok simply to address the supposed data-security threat.",accept,,,,
31413a1ae4db,rawlp_31413a1ae4dbd81c,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,Social-media platforms are vital hubs in our modern age for the exchange of a vast array of ideas.,p3,"[p3] Social-media platforms are vital hubs in our modern age for the exchange of a vast array of ideas— from lighthearted fare to serious social and political commentary. Packingham v. North Carolina, 582 U.S. 98, 104 (2017). Millions of Americans therefore use TikTok to speak to, collaborate with, and listen to individuals from around the country, and indeed the world. If TikTok is banned, petitioners and other Americans will lose their ability to reach and learn from communities that are meaningful to them.",reject,,,,universally agreed fact statement 
1656c142937b,rawlp_1656c142937b5aa8,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Act is a direct and severe restraint on speech.,p4,"[p4] The text and structure of the Act confirm that the Act is a direct and severe restraint on speech. The statute targets TikTok based on the content and viewpoint of the material that could be expressed there. At the same time, it excludes from its sweep sites that host a different sort of content—reviews of products, businesses, or travel experiences.",reject,,,,to abstract
4bb29cf3ba43,rawlp_4bb29cf3ba43707b,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Act targets TikTok based on the content and viewpoint of the material that could be expressed there.,p4,"[p4] The text and structure of the Act confirm that the Act is a direct and severe restraint on speech. The statute targets TikTok based on the content and viewpoint of the material that could be expressed there. At the same time, it excludes from its sweep sites that host a different sort of content—reviews of products, businesses, or travel experiences.",accept,,,,
33abc989c4de,rawlp_33abc989c4de5c91,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,A divestiture of TikTok is impossible on the timeframe contemplated by the Act.,p5,"[p5] The Act’s provision theoretically allowing TikTok to effect a “qualified divestiture” does not alter this analysis. As the D.C. Circuit acknowledged, a divestiture of TikTok is impossible on the timeframe contemplated by the Act. And even if it were feasible, a forced divestiture would still impair petitioners’ free-speech rights by depriving them of the ability to collaborate with the publisher of their choice and to reach the global audience with which they currently engage.",accept,,,,
3a880f6ad946,rawlp_3a880f6ad946c656,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,A forced divestiture would still impair petitioners' free-speech rights.,p5,"[p5] The Act’s provision theoretically allowing TikTok to effect a “qualified divestiture” does not alter this analysis. As the D.C. Circuit acknowledged, a divestiture of TikTok is impossible on the timeframe contemplated by the Act. And even if it were feasible, a forced divestiture would still impair petitioners’ free-speech rights by depriving them of the ability to collaborate with the publisher of their choice and to reach the global audience with which they currently engage.",reject,,,,choose two more concrete ones
1296760143a1,rawlp_1296760143a1d1e4,24-656|24-657,24-657-petitioners,petitioner,24-657-petitioners_C001,The Act is not viewpoint-neutral.,p4,"[p4] The text and structure of the Act confirm that the Act is a direct and severe restraint on speech. The statute targets TikTok based on the content and viewpoint of the material that could be expressed there. At the same time, it excludes from its sweep sites that host a different sort of content—reviews of products, businesses, or travel experiences.",reject,,,,choose a better; more concrete one
